machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc	src
thanos-epyc7232p	gmp	truss5	208	fork_t2	2	0,1	33f968827a10dca7	3	11.02	10.984938	48	pdOPT	-1.3263567797250604e+02	12.6	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	up_t2	2	0,1	33f968827a10dca7	1	157.98	157.872925	53	pdOPT	5.6651727321592959e-01	36.7	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	up_t2	2	0,1	33f968827a10dca7	2	159.51	159.401809	53	pdOPT	5.6651727321592959e-01	36.3	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	up_t2	2	0,1	33f968827a10dca7	3	157.91	157.802497	53	pdOPT	5.6651727321592959e-01	35.8	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t2	2	0,1	33f968827a10dca7	1	75.77	75.672956	53	pdOPT	5.6651727321592959e-01	33.9	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t2	2	0,1	33f968827a10dca7	2	76.12	76.031442	53	pdOPT	5.6651727321592959e-01	33.9	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	arch0	174	fork_t2	2	0,1	33f968827a10dca7	3	75.53	75.441040	53	pdOPT	5.6651727321592959e-01	33.8	ok	0	out_main/rows_Asdplib_t2.tsv
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	1	0.23	0.221357	46	pdOPT	1.7784626717523405e+01	11.7	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	2	0.23	0.222351	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	3	0.24	0.234790	46	pdOPT	1.7784626717523405e+01	11.7	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	1	0.22	0.219296	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	2	0.23	0.220232	46	pdOPT	1.7784626717523405e+01	11.6	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	3	0.23	0.223164	46	pdOPT	1.7784626717523405e+01	11.7	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	theta1	104	fork_t4	4	0,1,2,3	33f968827a10dca7	1	2.14	2.120646	43	pdOPT	2.3000000000000000e+01	11.7	ok	0	out_main/rows_Asdplib_t4.tsv
thanos-epyc7232p	gmp	theta1	104	fork_t4	4	0,1,2,3	33f968827a10dca7	2	2.18	2.158954	43	pdOPT	2.3000000000000000e+01	11.6	ok	0	out_main/rows_Asdplib_t4.tsv
