machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
pi-i9-13900k	gmp	8_min	19	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	1	0.33	0.332564	52	pdOPT	-5.3812637297885203e-01	5.9	ok	0
pi-i9-13900k	gmp	8_min	19	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	2	0.33	0.333374	52	pdOPT	-5.3812637297885203e-01	5.8	ok	0
pi-i9-13900k	gmp	8_min	19	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	3	0.33	0.332357	52	pdOPT	-5.3812637297885203e-01	5.8	ok	0
pi-i9-13900k	gmp	8_min	19	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	1	0.34	0.343084	52	pdOPT	-5.3812637297885203e-01	6.1	ok	0
pi-i9-13900k	gmp	8_min	19	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	2	0.34	0.342379	52	pdOPT	-5.3812637297885203e-01	5.8	ok	0
pi-i9-13900k	gmp	8_min	19	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	3	0.35	0.348319	52	pdOPT	-5.3812637297885203e-01	6.1	ok	0
pi-i9-13900k	gmp	10_min	74	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	1	9.59	9.548026	61	pdOPT	-4.7926054387208136e-01	12.9	ok	0
pi-i9-13900k	gmp	10_min	74	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	2	9.57	9.531071	61	pdOPT	-4.7926054387208136e-01	12.8	ok	0
pi-i9-13900k	gmp	10_min	74	up_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	3	9.6	9.559194	61	pdOPT	-4.7926054387208136e-01	13.4	ok	0
pi-i9-13900k	gmp	10_min	74	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	1	5.47	5.414016	61	pdOPT	-4.7926054387208136e-01	14.4	ok	0
pi-i9-13900k	gmp	10_min	74	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	2	5.46	5.404703	61	pdOPT	-4.7926054387208136e-01	14.4	ok	0
pi-i9-13900k	gmp	10_min	74	fork_t8	8	0,2,4,6,8,10,12,14	e3e82d8dfcd9b7c3	3	5.49	5.426553	61	pdOPT	-4.7926054387208136e-01	14.6	ok	0
