machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
mac-m1max	gmp	8_min	19	fork_t1	1	-	e3e82d8dfcd9b7c3	1	0.56	0.547616	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	8_min	19	fork_t1	1	-	e3e82d8dfcd9b7c3	2	0.56	0.548551	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	8_min	19	fork_t1	1	-	e3e82d8dfcd9b7c3	3	0.57	0.549575	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	8_min	19	up_t1	1	-	e3e82d8dfcd9b7c3	1	0.62	0.603166	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	8_min	19	up_t1	1	-	e3e82d8dfcd9b7c3	2	0.62	0.602316	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	8_min	19	up_t1	1	-	e3e82d8dfcd9b7c3	3	0.62	0.602602	52	pdOPT	-5.3812637297885203e-01	8.7	ok	0
mac-m1max	gmp	10_min	74	fork_t1	1	-	e3e82d8dfcd9b7c3	1	27.10	26.877883	61	pdOPT	-4.7926054387208136e-01	10.9	ok	0
mac-m1max	gmp	10_min	74	fork_t1	1	-	e3e82d8dfcd9b7c3	2	27.33	27.101504	61	pdOPT	-4.7926054387208136e-01	10.9	ok	0
mac-m1max	gmp	10_min	74	fork_t1	1	-	e3e82d8dfcd9b7c3	3	27.05	26.822269	61	pdOPT	-4.7926054387208136e-01	10.8	ok	0
mac-m1max	gmp	10_min	74	up_t1	1	-	e3e82d8dfcd9b7c3	1	29.63	29.435426	61	pdOPT	-4.7926054387208136e-01	10.9	ok	0
mac-m1max	gmp	10_min	74	up_t1	1	-	e3e82d8dfcd9b7c3	2	29.73	29.537825	61	pdOPT	-4.7926054387208136e-01	10.9	ok	0
mac-m1max	gmp	10_min	74	up_t1	1	-	e3e82d8dfcd9b7c3	3	29.57	29.376538	61	pdOPT	-4.7926054387208136e-01	10.9	ok	0
