machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
mac-m1max	gmp	control1	21	fork_t1	1	-	33f968827a10dca7	1	0.18	0.163619	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	control1	21	fork_t1	1	-	33f968827a10dca7	2	0.18	0.163238	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	control1	21	fork_t1	1	-	33f968827a10dca7	3	0.18	0.162426	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	control1	21	up_t1	1	-	33f968827a10dca7	1	0.19	0.175253	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	control1	21	up_t1	1	-	33f968827a10dca7	2	0.26	0.242465	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	control1	21	up_t1	1	-	33f968827a10dca7	3	0.19	0.175354	46	pdOPT	1.7784626717523405e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	fork_t1	1	-	33f968827a10dca7	1	2.38	2.359429	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	fork_t1	1	-	33f968827a10dca7	2	2.38	2.361906	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	fork_t1	1	-	33f968827a10dca7	3	2.39	2.371905	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	up_t1	1	-	33f968827a10dca7	1	2.96	2.943586	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	up_t1	1	-	33f968827a10dca7	2	2.96	2.941921	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	theta1	104	up_t1	1	-	33f968827a10dca7	3	2.94	2.924414	43	pdOPT	2.3000000000000000e+01	8.7	ok	0
mac-m1max	gmp	gpp100	101	fork_t1	1	-	33f968827a10dca7	1	30.86	30.819548	61	pFEAS	-4.4943550775891146e+01	13.8	partial	3
mac-m1max	gmp	gpp100	101	fork_t1	1	-	33f968827a10dca7	2	30.73	30.695049	61	pFEAS	-4.4943550775891146e+01	13.8	partial	3
mac-m1max	gmp	gpp100	101	fork_t1	1	-	33f968827a10dca7	3	30.75	30.709666	61	pFEAS	-4.4943550775891146e+01	13.8	partial	3
mac-m1max	gmp	gpp100	101	up_t1	1	-	33f968827a10dca7	1	35.35	35.310211	61	pFEAS	-4.4943550775891146e+01	14.3	ok	0
mac-m1max	gmp	gpp100	101	up_t1	1	-	33f968827a10dca7	2	35.27	35.229629	61	pFEAS	-4.4943550775891146e+01	14.3	ok	0
mac-m1max	gmp	gpp100	101	up_t1	1	-	33f968827a10dca7	3	35.36	35.321434	61	pFEAS	-4.4943550775891146e+01	14.4	ok	0
mac-m1max	gmp	truss5	208	fork_t1	1	-	33f968827a10dca7	1	9.60	9.564306	48	pdOPT	-1.3263567797250604e+02	12.0	ok	0
mac-m1max	gmp	truss5	208	fork_t1	1	-	33f968827a10dca7	2	9.61	9.579783	48	pdOPT	-1.3263567797250604e+02	12.0	ok	0
mac-m1max	gmp	truss5	208	fork_t1	1	-	33f968827a10dca7	3	9.57	9.537793	48	pdOPT	-1.3263567797250604e+02	11.9	ok	0
mac-m1max	gmp	truss5	208	up_t1	1	-	33f968827a10dca7	1	10.92	10.889653	48	pdOPT	-1.3263567797250604e+02	11.9	ok	0
mac-m1max	gmp	truss5	208	up_t1	1	-	33f968827a10dca7	2	10.96	10.932797	48	pdOPT	-1.3263567797250604e+02	12.0	ok	0
mac-m1max	gmp	truss5	208	up_t1	1	-	33f968827a10dca7	3	10.96	10.932387	48	pdOPT	-1.3263567797250604e+02	12.0	ok	0
mac-m1max	gmp	arch0	174	fork_t1	1	-	33f968827a10dca7	1	113.35	113.288454	53	pdOPT	5.6651727321592959e-01	27.9	ok	0
mac-m1max	gmp	arch0	174	fork_t1	1	-	33f968827a10dca7	2	113.57	113.506517	53	pdOPT	5.6651727321592959e-01	27.9	ok	0
mac-m1max	gmp	arch0	174	fork_t1	1	-	33f968827a10dca7	3	113.37	113.304285	53	pdOPT	5.6651727321592959e-01	27.9	ok	0
mac-m1max	gmp	arch0	174	up_t1	1	-	33f968827a10dca7	1	129.00	128.938249	53	pdOPT	5.6651727321592959e-01	29.5	ok	0
mac-m1max	gmp	arch0	174	up_t1	1	-	33f968827a10dca7	2	128.16	128.097837	53	pdOPT	5.6651727321592959e-01	29.5	ok	0
mac-m1max	gmp	arch0	174	up_t1	1	-	33f968827a10dca7	3	128.40	128.450910	53	pdOPT	5.6651727321592959e-01	29.5	ok	0
