machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	1	0.23	0.221357	46	pdOPT	1.7784626717523405e+01	11.7	ok	0
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	2	0.23	0.222351	46	pdOPT	1.7784626717523405e+01	11.6	ok	0
thanos-epyc7232p	gmp	control1	21	fork_t4	4	0,1,2,3	33f968827a10dca7	3	0.24	0.234790	46	pdOPT	1.7784626717523405e+01	11.7	ok	0
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	1	0.22	0.219296	46	pdOPT	1.7784626717523405e+01	11.6	ok	0
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	2	0.23	0.220232	46	pdOPT	1.7784626717523405e+01	11.6	ok	0
thanos-epyc7232p	gmp	control1	21	up_t4	4	0,1,2,3	33f968827a10dca7	3	0.23	0.223164	46	pdOPT	1.7784626717523405e+01	11.7	ok	0
thanos-epyc7232p	gmp	theta1	104	fork_t4	4	0,1,2,3	33f968827a10dca7	1	2.14	2.120646	43	pdOPT	2.3000000000000000e+01	11.7	ok	0
thanos-epyc7232p	gmp	theta1	104	fork_t4	4	0,1,2,3	33f968827a10dca7	2	2.18	2.158954	43	pdOPT	2.3000000000000000e+01	11.6	ok	0
thanos-epyc7232p	gmp	theta1	104	fork_t4	4	0,1,2,3	33f968827a10dca7	3	2.16	2.143620	43	pdOPT	2.3000000000000000e+01	11.6	ok	0
thanos-epyc7232p	gmp	theta1	104	up_t4	4	0,1,2,3	33f968827a10dca7	1	3.22	3.201751	43	pdOPT	2.3000000000000000e+01	11.7	ok	0
thanos-epyc7232p	gmp	theta1	104	up_t4	4	0,1,2,3	33f968827a10dca7	2	3.22	3.202786	43	pdOPT	2.3000000000000000e+01	11.6	ok	0
thanos-epyc7232p	gmp	theta1	104	up_t4	4	0,1,2,3	33f968827a10dca7	3	3.25	3.228719	43	pdOPT	2.3000000000000000e+01	11.7	ok	0
thanos-epyc7232p	gmp	gpp100	101	fork_t4	4	0,1,2,3	33f968827a10dca7	1	16.91	16.863662	61	pFEAS	-4.4943550775891146e+01	16.7	partial	3
thanos-epyc7232p	gmp	gpp100	101	fork_t4	4	0,1,2,3	33f968827a10dca7	2	16.76	16.707138	61	pFEAS	-4.4943550775891146e+01	17.0	partial	3
thanos-epyc7232p	gmp	gpp100	101	fork_t4	4	0,1,2,3	33f968827a10dca7	3	16.94	16.890551	61	pFEAS	-4.4943550775891146e+01	17.2	partial	3
thanos-epyc7232p	gmp	gpp100	101	up_t4	4	0,1,2,3	33f968827a10dca7	1	28.08	28.018589	61	pFEAS	-4.4943550775891146e+01	17.6	ok	0
thanos-epyc7232p	gmp	gpp100	101	up_t4	4	0,1,2,3	33f968827a10dca7	2	27.98	27.921797	61	pFEAS	-4.4943550775891146e+01	17.3	ok	0
thanos-epyc7232p	gmp	gpp100	101	up_t4	4	0,1,2,3	33f968827a10dca7	3	28.10	28.034408	61	pFEAS	-4.4943550775891146e+01	17.4	ok	0
thanos-epyc7232p	gmp	truss5	208	fork_t4	4	0,1,2,3	33f968827a10dca7	1	9.49	9.453344	48	pdOPT	-1.3263567797250604e+02	12.5	ok	0
thanos-epyc7232p	gmp	truss5	208	fork_t4	4	0,1,2,3	33f968827a10dca7	2	9.52	9.479233	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0
thanos-epyc7232p	gmp	truss5	208	fork_t4	4	0,1,2,3	33f968827a10dca7	3	9.54	9.503243	48	pdOPT	-1.3263567797250604e+02	12.7	ok	0
thanos-epyc7232p	gmp	truss5	208	up_t4	4	0,1,2,3	33f968827a10dca7	1	13.63	13.595910	48	pdOPT	-1.3263567797250604e+02	12.9	ok	0
thanos-epyc7232p	gmp	truss5	208	up_t4	4	0,1,2,3	33f968827a10dca7	2	13.61	13.574616	48	pdOPT	-1.3263567797250604e+02	12.9	ok	0
thanos-epyc7232p	gmp	truss5	208	up_t4	4	0,1,2,3	33f968827a10dca7	3	13.63	13.595229	48	pdOPT	-1.3263567797250604e+02	13.3	ok	0
thanos-epyc7232p	gmp	arch0	174	fork_t4	4	0,1,2,3	33f968827a10dca7	1	49.84	49.743279	53	pdOPT	5.6651727321592959e-01	33.9	ok	0
thanos-epyc7232p	gmp	arch0	174	fork_t4	4	0,1,2,3	33f968827a10dca7	2	49.96	49.862625	53	pdOPT	5.6651727321592959e-01	33.8	ok	0
thanos-epyc7232p	gmp	arch0	174	fork_t4	4	0,1,2,3	33f968827a10dca7	3	50.09	49.991802	53	pdOPT	5.6651727321592959e-01	34.1	ok	0
thanos-epyc7232p	gmp	arch0	174	up_t4	4	0,1,2,3	33f968827a10dca7	1	126.38	126.283627	53	pdOPT	5.6651727321592959e-01	37.2	ok	0
thanos-epyc7232p	gmp	arch0	174	up_t4	4	0,1,2,3	33f968827a10dca7	2	125.34	125.235066	53	pdOPT	5.6651727321592959e-01	40.5	ok	0
thanos-epyc7232p	gmp	arch0	174	up_t4	4	0,1,2,3	33f968827a10dca7	3	125.40	125.300754	53	pdOPT	5.6651727321592959e-01	36.4	ok	0
