machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
symmetry-xeon6148	gmp	control1	21	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	0.23	0.207354	46	pdOPT	1.7784626717523405e+01	5.7	ok	0
symmetry-xeon6148	gmp	control1	21	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	0.22	0.207691	46	pdOPT	1.7784626717523405e+01	5.7	ok	0
symmetry-xeon6148	gmp	control1	21	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	0.22	0.208257	46	pdOPT	1.7784626717523405e+01	5.7	ok	0
symmetry-xeon6148	gmp	control1	21	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	0.25	0.238642	46	pdOPT	1.7784626717523405e+01	5.9	ok	0
symmetry-xeon6148	gmp	control1	21	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	0.25	0.238784	46	pdOPT	1.7784626717523405e+01	5.9	ok	0
symmetry-xeon6148	gmp	control1	21	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	0.25	0.238373	46	pdOPT	1.7784626717523405e+01	5.9	ok	0
symmetry-xeon6148	gmp	theta1	104	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	2.72	2.687356	43	pdOPT	2.3000000000000000e+01	9.2	ok	0
symmetry-xeon6148	gmp	theta1	104	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	2.72	2.688684	43	pdOPT	2.3000000000000000e+01	9.2	ok	0
symmetry-xeon6148	gmp	theta1	104	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	2.7	2.659213	43	pdOPT	2.3000000000000000e+01	9.2	ok	0
symmetry-xeon6148	gmp	theta1	104	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	1.82	1.784910	43	pdOPT	2.3000000000000000e+01	12.3	ok	0
symmetry-xeon6148	gmp	theta1	104	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	1.82	1.786517	43	pdOPT	2.3000000000000000e+01	12.3	ok	0
symmetry-xeon6148	gmp	theta1	104	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	1.83	1.791057	43	pdOPT	2.3000000000000000e+01	12.3	ok	0
symmetry-xeon6148	gmp	gpp100	101	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	15.62	15.550141	61	pFEAS	-4.4943550775891146e+01	18.0	ok	0
symmetry-xeon6148	gmp	gpp100	101	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	15.66	15.596753	61	pFEAS	-4.4943550775891146e+01	18.0	ok	0
symmetry-xeon6148	gmp	gpp100	101	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	15.65	15.579754	61	pFEAS	-4.4943550775891146e+01	18.0	ok	0
symmetry-xeon6148	gmp	gpp100	101	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	10.67	10.608352	61	pFEAS	-4.4943550775891146e+01	17.4	partial	3
symmetry-xeon6148	gmp	gpp100	101	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	10.67	10.608942	61	pFEAS	-4.4943550775891146e+01	17.4	partial	3
symmetry-xeon6148	gmp	gpp100	101	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	10.69	10.629880	61	pFEAS	-4.4943550775891146e+01	17.4	partial	3
symmetry-xeon6148	gmp	truss5	208	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	12.42	12.364171	48	pdOPT	-1.3263567797250604e+02	13.8	ok	0
symmetry-xeon6148	gmp	truss5	208	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	12.43	12.378228	48	pdOPT	-1.3263567797250604e+02	13.8	ok	0
symmetry-xeon6148	gmp	truss5	208	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	12.42	12.362068	48	pdOPT	-1.3263567797250604e+02	13.8	ok	0
symmetry-xeon6148	gmp	truss5	208	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	8.2	8.145894	48	pdOPT	-1.3263567797250604e+02	13.7	ok	0
symmetry-xeon6148	gmp	truss5	208	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	8.22	8.163917	48	pdOPT	-1.3263567797250604e+02	13.8	ok	0
symmetry-xeon6148	gmp	truss5	208	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	8.18	8.129349	48	pdOPT	-1.3263567797250604e+02	13.7	ok	0
symmetry-xeon6148	gmp	arch0	174	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	98.55	98.446956	53	pdOPT	5.6651727321592959e-01	36.9	ok	0
symmetry-xeon6148	gmp	arch0	174	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	98.64	98.530034	53	pdOPT	5.6651727321592959e-01	36.9	ok	0
symmetry-xeon6148	gmp	arch0	174	up_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	98.57	98.465336	53	pdOPT	5.6651727321592959e-01	36.9	ok	0
symmetry-xeon6148	gmp	arch0	174	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	1	29.7	29.593434	53	pdOPT	5.6651727321592959e-01	35.0	ok	0
symmetry-xeon6148	gmp	arch0	174	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	2	29.66	29.553930	53	pdOPT	5.6651727321592959e-01	35.0	ok	0
symmetry-xeon6148	gmp	arch0	174	fork_t8	8	0,1,2,3,4,5,6,7	33f968827a10dca7	3	29.63	29.520058	53	pdOPT	5.6651727321592959e-01	35.0	ok	0
