machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
expanse-epyc7742	gmp	12_min	330	fork_t4	4	0,1,2,3	e3e82d8dfcd9b7c3	1	1057.92	1049.867834	78	pdOPT	-4.7236425487823241e-01	130.8	ok	0
