machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
expanse-epyc7742	gmp	8_min	19	up_t2	2	0,1	e3e82d8dfcd9b7c3	1	0.65	0.644310	52	pdOPT	-5.3812637297885203e-01	4.6	ok	0
expanse-epyc7742	gmp	8_min	19	up_t2	2	0,1	e3e82d8dfcd9b7c3	2	0.65	0.649856	52	pdOPT	-5.3812637297885203e-01	4.6	ok	0
expanse-epyc7742	gmp	8_min	19	up_t2	2	0,1	e3e82d8dfcd9b7c3	3	0.65	0.649304	52	pdOPT	-5.3812637297885203e-01	4.6	ok	0
expanse-epyc7742	gmp	8_min	19	fork_t2	2	0,1	e3e82d8dfcd9b7c3	1	0.73	0.725417	52	pdOPT	-5.3812637297885203e-01	4.7	ok	0
expanse-epyc7742	gmp	8_min	19	fork_t2	2	0,1	e3e82d8dfcd9b7c3	2	0.73	0.726276	52	pdOPT	-5.3812637297885203e-01	4.7	ok	0
expanse-epyc7742	gmp	8_min	19	fork_t2	2	0,1	e3e82d8dfcd9b7c3	3	0.73	0.725057	52	pdOPT	-5.3812637297885203e-01	4.7	ok	0
expanse-epyc7742	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	1	27.74	27.628489	61	pdOPT	-4.7926054387208136e-01	11.7	ok	0
expanse-epyc7742	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	2	27.71	27.605080	61	pdOPT	-4.7926054387208136e-01	11.7	ok	0
expanse-epyc7742	gmp	10_min	74	up_t2	2	0,1	e3e82d8dfcd9b7c3	3	27.75	27.643148	61	pdOPT	-4.7926054387208136e-01	11.7	ok	0
expanse-epyc7742	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	1	21.53	21.395071	61	pdOPT	-4.7926054387208136e-01	11.8	ok	0
expanse-epyc7742	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	2	21.43	21.288451	61	pdOPT	-4.7926054387208136e-01	11.8	ok	0
expanse-epyc7742	gmp	10_min	74	fork_t2	2	0,1	e3e82d8dfcd9b7c3	3	21.49	21.351246	61	pdOPT	-4.7926054387208136e-01	11.8	ok	0
