machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
expanse-epyc7742	gmp	control1	21	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	0.22	0.219032	46	pdOPT	1.7784626717523405e+01	4.3	ok	0
expanse-epyc7742	gmp	control1	21	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	0.22	0.217785	46	pdOPT	1.7784626717523405e+01	4.3	ok	0
expanse-epyc7742	gmp	control1	21	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	0.22	0.217145	46	pdOPT	1.7784626717523405e+01	4.3	ok	0
expanse-epyc7742	gmp	control1	21	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	0.18	0.182437	46	pdOPT	1.7784626717523405e+01	4.2	ok	0
expanse-epyc7742	gmp	control1	21	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	0.18	0.182260	46	pdOPT	1.7784626717523405e+01	4.2	ok	0
expanse-epyc7742	gmp	control1	21	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	0.18	0.182231	46	pdOPT	1.7784626717523405e+01	4.2	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	1.61	1.603639	43	pdOPT	2.3000000000000000e+01	11.9	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	1.61	1.602528	43	pdOPT	2.3000000000000000e+01	11.9	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	1.61	1.600583	43	pdOPT	2.3000000000000000e+01	12.8	ok	0
expanse-epyc7742	gmp	theta1	104	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	2.26	2.255053	43	pdOPT	2.3000000000000000e+01	7.9	ok	0
expanse-epyc7742	gmp	theta1	104	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	2.27	2.256583	43	pdOPT	2.3000000000000000e+01	7.9	ok	0
expanse-epyc7742	gmp	theta1	104	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	2.27	2.257952	43	pdOPT	2.3000000000000000e+01	7.9	ok	0
expanse-epyc7742	gmp	gpp100	101	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	8.31	8.269214	61	pFEAS	-4.4943550775891146e+01	16.0	partial	3
expanse-epyc7742	gmp	gpp100	101	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	8.29	8.254272	61	pFEAS	-4.4943550775891146e+01	16.0	partial	3
expanse-epyc7742	gmp	gpp100	101	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	8.31	8.273099	61	pFEAS	-4.4943550775891146e+01	16.0	partial	3
expanse-epyc7742	gmp	gpp100	101	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	12.57	12.526766	61	pFEAS	-4.4943550775891146e+01	16.7	ok	0
expanse-epyc7742	gmp	gpp100	101	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	12.48	12.442278	61	pFEAS	-4.4943550775891146e+01	16.7	ok	0
expanse-epyc7742	gmp	gpp100	101	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	12.53	12.483651	61	pFEAS	-4.4943550775891146e+01	16.7	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	7.15	7.125352	48	pdOPT	-1.3263567797250604e+02	12.2	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	7.13	7.099411	48	pdOPT	-1.3263567797250604e+02	12.1	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	7.15	7.126832	48	pdOPT	-1.3263567797250604e+02	12.3	ok	0
expanse-epyc7742	gmp	truss5	208	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	11.87	11.842035	48	pdOPT	-1.3263567797250604e+02	12.3	ok	0
expanse-epyc7742	gmp	truss5	208	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	11.89	11.858327	48	pdOPT	-1.3263567797250604e+02	12.3	ok	0
expanse-epyc7742	gmp	truss5	208	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	12	11.972903	48	pdOPT	-1.3263567797250604e+02	12.3	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	21.1	21.027480	53	pdOPT	5.6651727321592959e-01	33.6	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	21.1	21.027109	53	pdOPT	5.6651727321592959e-01	33.6	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	21	20.926209	53	pdOPT	5.6651727321592959e-01	33.6	ok	0
expanse-epyc7742	gmp	arch0	174	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	1	90.58	90.505920	53	pdOPT	5.6651727321592959e-01	35.5	ok	0
expanse-epyc7742	gmp	arch0	174	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	2	90.19	90.114918	53	pdOPT	5.6651727321592959e-01	35.5	ok	0
expanse-epyc7742	gmp	arch0	174	up_t16	16	0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15	33f968827a10dca7	3	90.18	90.104436	53	pdOPT	5.6651727321592959e-01	35.5	ok	0
