machine	backend	problem	m	config	threads	cpuset	param_sha	repeat	wall_s	mainloop_s	iters	phase	obj	peak_rss_MB	status	rc
expanse-epyc7742	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	1	0.22	0.217501	46	pdOPT	1.7784626717523405e+01	4.1	ok	0
expanse-epyc7742	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	2	0.22	0.217625	46	pdOPT	1.7784626717523405e+01	4.1	ok	0
expanse-epyc7742	gmp	control1	21	fork_t1	1	0	33f968827a10dca7	3	0.21	0.215846	46	pdOPT	1.7784626717523405e+01	4.1	ok	0
expanse-epyc7742	gmp	control1	21	up_t1	1	0	33f968827a10dca7	1	0.22	0.219877	46	pdOPT	1.7784626717523405e+01	4.0	ok	0
expanse-epyc7742	gmp	control1	21	up_t1	1	0	33f968827a10dca7	2	0.22	0.219397	46	pdOPT	1.7784626717523405e+01	4.0	ok	0
expanse-epyc7742	gmp	control1	21	up_t1	1	0	33f968827a10dca7	3	0.22	0.219403	46	pdOPT	1.7784626717523405e+01	4.0	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	1	3.09	3.085724	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	2	3.1	3.092605	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	theta1	104	fork_t1	1	0	33f968827a10dca7	3	3.09	3.082422	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	1	3.46	3.453701	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	2	3.49	3.483074	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	theta1	104	up_t1	1	0	33f968827a10dca7	3	3.49	3.482389	43	pdOPT	2.3000000000000000e+01	7.5	ok	0
expanse-epyc7742	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	1	39.69	39.658154	61	pFEAS	-4.4943550775891146e+01	15.8	partial	3
expanse-epyc7742	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	2	40.01	39.973953	61	pFEAS	-4.4943550775891146e+01	15.8	partial	3
expanse-epyc7742	gmp	gpp100	101	fork_t1	1	0	33f968827a10dca7	3	40.07	40.038170	61	pFEAS	-4.4943550775891146e+01	15.8	partial	3
expanse-epyc7742	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	1	39.95	39.908485	61	pFEAS	-4.4943550775891146e+01	16.6	ok	0
expanse-epyc7742	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	2	40.41	40.368567	61	pFEAS	-4.4943550775891146e+01	16.6	ok	0
expanse-epyc7742	gmp	gpp100	101	up_t1	1	0	33f968827a10dca7	3	39.92	39.877161	61	pFEAS	-4.4943550775891146e+01	16.6	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	1	11.97	11.945358	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	2	11.98	11.952772	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	truss5	208	fork_t1	1	0	33f968827a10dca7	3	12	11.977864	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	1	12.49	12.463240	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	2	12.47	12.443872	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	truss5	208	up_t1	1	0	33f968827a10dca7	3	12.42	12.394247	48	pdOPT	-1.3263567797250604e+02	11.7	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	1	137.7	137.630811	53	pdOPT	5.6651727321592959e-01	33.3	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	2	137.09	137.022924	53	pdOPT	5.6651727321592959e-01	33.3	ok	0
expanse-epyc7742	gmp	arch0	174	fork_t1	1	0	33f968827a10dca7	3	137.54	137.474500	53	pdOPT	5.6651727321592959e-01	33.3	ok	0
expanse-epyc7742	gmp	arch0	174	up_t1	1	0	33f968827a10dca7	1	143.69	143.620942	53	pdOPT	5.6651727321592959e-01	34.9	ok	0
expanse-epyc7742	gmp	arch0	174	up_t1	1	0	33f968827a10dca7	2	142.4	142.332974	53	pdOPT	5.6651727321592959e-01	34.9	ok	0
expanse-epyc7742	gmp	arch0	174	up_t1	1	0	33f968827a10dca7	3	142.32	142.254978	53	pdOPT	5.6651727321592959e-01	34.9	ok	0
